x,T,u,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_AR
2.10439453e-02,1.06123401e+03,7.35496826e+00,1.43194685e-02,7.67212655e-04,1.58229979e-03,1.62914193e-01,1.41930781e-03,7.22761261e-02,1.94698380e-04,3.50500150e-05,0.00000000e+00
2.10468750e-02,1.07611775e+03,7.45252023e+00,1.40339705e-02,8.00810189e-04,1.69843514e-03,1.60505640e-01,1.48179215e-03,7.48543988e-02,1.88890191e-04,3.17079839e-05,0.00000000e+00
2.10498047e-02,1.09080583e+03,7.54881929e+00,1.37492592e-02,8.34569117e-04,1.81801204e-03,1.58050173e-01,1.54879438e-03,7.74611921e-02,1.83320160e-04,2.86900996e-05,0.00000000e+00
2.10527344e-02,1.10529427e+03,7.64384666e+00,1.34655867e-02,8.68428411e-04,1.94069336e-03,1.55550790e-01,1.62023704e-03,8.00934949e-02,1.77968953e-04,2.59784320e-05,0.00000000e+00
2.10556641e-02,1.11957919e+03,7.73758287e+00,1.31832146e-02,9.02325637e-04,2.06612280e-03,1.53010851e-01,1.69601614e-03,8.27480455e-02,1.72819215e-04,2.35537448e-05,0.00000000e+00
2.10585938e-02,1.13365680e+03,7.83000799e+00,1.29024114e-02,9.36197304e-04,2.19392878e-03,1.50434051e-01,1.77600290e-03,8.54213557e-02,1.67855420e-04,2.13959375e-05,0.00000000e+00
2.10615234e-02,1.14752350e+03,7.92110186e+00,1.26234516e-02,9.69979246e-04,2.32372815e-03,1.47824381e-01,1.86004574e-03,8.81097385e-02,1.63063721e-04,1.94844473e-05,0.00000000e+00
2.10644531e-02,1.16117585e+03,8.01084429e+00,1.23466132e-02,1.00360702e-03,2.45513004e-03,1.45186101e-01,1.94797237e-03,9.08093376e-02,1.58431821e-04,1.77986087e-05,0.00000000e+00
2.10673828e-02,1.17461061e+03,8.09921535e+00,1.20721761e-02,1.03701630e-03,2.58773956e-03,1.42523693e-01,2.03959207e-03,9.35161601e-02,1.53948844e-04,1.63179699e-05,0.00000000e+00
2.10703125e-02,1.18782480e+03,8.18619561e+00,1.18004199e-02,1.07014334e-03,2.72116141e-03,1.39841825e-01,2.13469814e-03,9.62261089e-02,1.49605214e-04,1.50225651e-05,0.00000000e+00
2.10732422e-02,1.20081570e+03,8.27176636e+00,1.15316219e-02,1.10292532e-03,2.85500330e-03,1.37145303e-01,2.23307032e-03,9.89350176e-02,1.45392541e-04,1.38931442e-05,0.00000000e+00
2.10761719e-02,1.21358085e+03,8.35590988e+00,1.12660552e-02,1.13530082e-03,2.98887919e-03,1.34439035e-01,2.33447736e-03,1.01638684e-01,1.41303513e-04,1.29113607e-05,0.00000000e+00
2.10791016e-02,1.22611813e+03,8.43860963e+00,1.10039868e-02,1.16721016e-03,3.12241228e-03,1.31727984e-01,2.43867949e-03,1.04332903e-01,1.37331786e-04,1.20599200e-05,0.00000000e+00
2.10820313e-02,1.23842574e+03,8.51985048e+00,1.07456755e-02,1.19859580e-03,3.25523775e-03,1.29017124e-01,2.54543099e-03,1.07013503e-01,1.33471894e-04,1.13226902e-05,0.00000000e+00
2.10849609e-02,1.25050219e+03,8.59961886e+00,1.04913702e-02,1.22940264e-03,3.38700520e-03,1.26311405e-01,2.65448250e-03,1.09676372e-01,1.29719143e-04,1.06847779e-05,0.00000000e+00
2.10878906e-02,1.26234636e+03,8.67790295e+00,1.02413085e-02,1.25957838e-03,3.51738073e-03,1.23615712e-01,2.76558341e-03,1.12317492e-01,1.26069530e-04,1.01325720e-05,0.00000000e+00
2.10908203e-02,1.27395749e+03,8.75469280e+00,9.99571490e-03,1.28907380e-03,3.64604878e-03,1.20934829e-01,2.87848401e-03,1.14932961e-01,1.22519647e-04,9.65375782e-06,0.00000000e+00
2.10937500e-02,1.28533514e+03,8.82998041e+00,9.75479969e-03,1.31784295e-03,3.77271353e-03,1.18273405e-01,2.99293758e-03,1.17519025e-01,1.19066601e-04,9.23730561e-06,0.00000000e+00
2.10966797e-02,1.29647927e+03,8.90375983e+00,9.51875773e-03,1.34584339e-03,3.89710004e-03,1.15635929e-01,3.10870227e-03,1.20072092e-01,1.15707923e-04,8.87343480e-06,0.00000000e+00
2.10996094e-02,1.30739014e+03,8.97602719e+00,9.28776748e-03,1.37303635e-03,4.01895495e-03,1.13026700e-01,3.22554292e-03,1.22588758e-01,1.12441454e-04,8.55355869e-06,0.00000000e+00
2.11054687e-02,1.32851761e+03,9.11604490e+00,8.84139853e-03,1.42490475e-03,4.25435921e-03,1.07906437e-01,3.46172678e-03,1.27502655e-01,1.06180208e-04,8.02328464e-06,0.00000000e+00
2.11113281e-02,1.34875266e+03,9.25023439e+00,8.41670972e-03,1.47319911e-03,4.47750412e-03,1.02938639e-01,3.69959069e-03,1.32241241e-01,1.00260847e-04,7.58924968e-06,0.00000000e+00
2.11171875e-02,1.36811156e+03,9.37866516e+00,8.01447622e-03,1.51775090e-03,4.68724888e-03,9.81470254e-02,3.93762828e-03,1.36786567e-01,9.46753098e-05,7.22008754e-06,0.00000000e+00
2.11230469e-02,1.38661521e+03,9.50144026e+00,7.63518354e-03,1.55845262e-03,4.88280128e-03,9.35509307e-02,4.17447974e-03,1.41124562e-01,8.94157032e-05,6.89460885e-06,0.00000000e+00
2.11289062e-02,1.40428855e+03,9.61869291e+00,7.27903845e-03,1.59525469e-03,5.06369384e-03,8.91652812e-02,4.40894364e-03,1.45244990e-01,8.44742597e-05,6.59921074e-06,0.00000000e+00
2.11347656e-02,1.42115981e+03,9.73058258e+00,6.94598755e-03,1.62816083e-03,5.22975116e-03,8.50007340e-02,4.63997843e-03,1.49141287e-01,7.98428725e-05,6.32562002e-06,0.00000000e+00
2.11406250e-02,1.43725986e+03,9.83729062e+00,6.63574177e-03,1.65722247e-03,5.38105186e-03,8.10639443e-02,4.86669694e-03,1.52810295e-01,7.55127156e-05,6.06907519e-06,0.00000000e+00
2.11464844e-02,1.45262154e+03,9.93901576e+00,6.34780489e-03,1.68253254e-03,5.51788767e-03,7.73579249e-02,5.08835656e-03,1.56251928e-01,7.14740232e-05,5.82696719e-06,0.00000000e+00
2.11523437e-02,1.46727895e+03,1.00359697e+01,6.08150433e-03,1.70421886e-03,5.64072228e-03,7.38824658e-02,5.30434710e-03,1.59468792e-01,6.77160149e-05,5.59789623e-06,0.00000000e+00
2.11582031e-02,1.48126695e+03,1.01283728e+01,5.83602268e-03,1.72243759e-03,5.75015181e-03,7.06345848e-02,5.51417789e-03,1.62465785e-01,6.42269346e-05,5.38106705e-06,0.00000000e+00
2.11640625e-02,1.49462060e+03,1.02164502e+01,5.61042861e-03,1.73736689e-03,5.84686841e-03,6.76089833e-02,5.71746501e-03,1.65249693e-01,6.09941736e-05,5.17593453e-06,0.00000000e+00
2.11699219e-02,1.50737467e+03,1.03004287e+01,5.40370624e-03,1.74920094e-03,5.93162785e-03,6.47984907e-02,5.91391940e-03,1.67828804e-01,5.80044452e-05,4.98201882e-06,0.00000000e+00
2.11757812e-02,1.51956335e+03,1.03805331e+01,5.21478212e-03,1.75814458e-03,6.00522172e-03,6.21944807e-02,6.10333581e-03,1.70212542e-01,5.52439904e-05,4.79882513e-06,0.00000000e+00
2.11816406e-02,1.53121982e+03,1.04569844e+01,5.04254945e-03,1.76440843e-03,6.06845426e-03,5.97872519e-02,6.28558301e-03,1.72411135e-01,5.26987900e-05,4.62582171e-06,0.00000000e+00
2.11875000e-02,1.54237613e+03,1.05299970e+01,4.88588922e-03,1.76820482e-03,6.12212391e-03,5.75663657e-02,6.46059488e-03,1.74435327e-01,5.03547711e-05,4.46244574e-06,0.00000000e+00
2.11933594e-02,1.55306290e+03,1.05997778e+01,4.74368810e-03,1.76974420e-03,6.16700898e-03,5.55209412e-02,6.62836244e-03,1.76296117e-01,4.81979963e-05,4.30811952e-06,0.00000000e+00
2.11992187e-02,1.56330927e+03,1.06665246e+01,4.61485342e-03,1.76923232e-03,6.20385723e-03,5.36399044e-02,6.78892651e-03,1.78004550e-01,4.62148283e-05,4.16226753e-06,0.00000000e+00
2.12050781e-02,1.57314275e+03,1.07304252e+01,4.49832503e-03,1.76686790e-03,6.23337854e-03,5.19121961e-02,6.94237105e-03,1.79571538e-01,4.43920676e-05,4.02433064e-06,0.00000000e+00
2.12109375e-02,1.58258923e+03,1.07916571e+01,4.39308462e-03,1.76284089e-03,6.25624037e-03,5.03269413e-02,7.08881681e-03,1.81007717e-01,4.27170631e-05,3.89377602e-06,0.00000000e+00
2.12167969e-02,1.59167293e+03,1.08503868e+01,4.29816256e-03,1.75733122e-03,6.27306528e-03,4.88735824e-02,7.22841539e-03,1.82323338e-01,4.11777946e-05,3.77010318e-06,0.00000000e+00
2.12226562e-02,1.60041642e+03,1.09067700e+01,4.21264270e-03,1.75050787e-03,6.28442991e-03,4.75419828e-02,7.36134346e-03,1.83528186e-01,3.97629323e-05,3.65284681e-06,0.00000000e+00
2.12285156e-02,1.60884063e+03,1.09609518e+01,4.13566528e-03,1.74252843e-03,6.29086521e-03,4.63225041e-02,7.48779717e-03,1.84631514e-01,3.84618742e-05,3.54157713e-06,0.00000000e+00
2.12343750e-02,1.61696495e+03,1.10130662e+01,4.06642843e-03,1.73353885e-03,6.29285709e-03,4.52060624e-02,7.60798644e-03,1.85642013e-01,3.72647642e-05,3.43589862e-06,0.00000000e+00
2.12402344e-02,1.62480723e+03,1.10632372e+01,4.00418837e-03,1.72367351e-03,6.29084740e-03,4.41841669e-02,7.72212902e-03,1.86567784e-01,3.61624879e-05,3.33544732e-06,0.00000000e+00
2.12460938e-02,1.63238389e+03,1.11115786e+01,3.94825861e-03,1.71305544e-03,6.28523448e-03,4.32489463e-02,7.83044378e-03,1.87416332e-01,3.51466213e-05,3.23988671e-06,0.00000000e+00
2.12578125e-02,1.64678739e+03,1.12030991e+01,3.85341381e-03,1.68989931e-03,6.26427894e-03,4.16167009e-02,8.03023530e-03,1.88902688e-01,3.33501356e-05,3.06249796e-06,0.00000000e+00
2.12695313e-02,1.66034391e+03,1.12888533e+01,3.77654811e-03,1.66497711e-03,6.23317689e-03,4.02325621e-02,8.21045854e-03,1.90169316e-01,3.18009780e-05,2.90080559e-06,0.00000000e+00
2.12812500e-02,1.67314508e+03,1.13694826e+01,3.71409395e-03,1.63889968e-03,6.19390241e-03,3.90532767e-02,8.37298914e-03,1.91256197e-01,3.04560710e-05,2.75313947e-06,0.00000000e+00
2.12929687e-02,1.68526881e+03,1.14455330e+01,3.66312274e-03,1.61215292e-03,6.14814114e-03,3.80425634e-02,8.51961786e-03,1.92196496e-01,2.92795844e-05,2.61801039e-06,0.00000000e+00
2.13046875e-02,1.69678130e+03,1.15174691e+01,3.62125185e-03,1.58511754e-03,6.09731755e-03,3.71702913e-02,8.65201396e-03,1.93017465e-01,2.82421714e-05,2.49412320e-06,0.00000000e+00
2.13164062e-02,1.70773877e+03,1.15856851e+01,3.58655743e-03,1.55808719e-03,6.04262619e-03,3.64116409e-02,8.77170375e-03,1.93741330e-01,2.73199592e-05,2.38034909e-06,0.00000000e+00
2.13281250e-02,1.71818894e+03,1.16505153e+01,3.55749589e-03,1.53128461e-03,5.98506256e-03,3.57463110e-02,8.88006044e-03,1.94386098e-01,2.64936155e-05,2.27569869e-06,0.00000000e+00
2.13398437e-02,1.72817221e+03,1.17122421e+01,3.53283546e-03,1.50487550e-03,5.92545144e-03,3.51578015e-02,8.97830138e-03,1.94966286e-01,2.57475366e-05,2.17929985e-06,0.00000000e+00
2.13515625e-02,1.73772268e+03,1.17711030e+01,3.51159778e-03,1.47898024e-03,5.86447218e-03,3.46327917e-02,9.06748832e-03,1.95493536e-01,2.50691190e-05,2.09037122e-06,0.00000000e+00
2.13750000e-02,1.75561419e+03,1.18808458e+01,3.47705191e-03,1.42897814e-03,5.74008710e-03,3.37411109e-02,9.22144666e-03,1.96417304e-01,2.38832394e-05,1.93245207e-06,0.00000000e+00
2.13984375e-02,1.77221635e+03,1.19822075e+01,3.44871222e-03,1.38164519e-03,5.61544644e-03,3.29837573e-02,9.35091356e-03,1.97229600e-01,2.28554511e-05,1.79609227e-06,0.00000000e+00
2.14218750e-02,1.78768529e+03,1.20762502e+01,3.42408776e-03,1.33706199e-03,5.49245457e-03,3.23226205e-02,9.46039413e-03,1.97962220e-01,2.19486614e-05,1.67770445e-06,0.00000000e+00
2.14453125e-02,1.80214330e+03,1.21637987e+01,3.40165018e-03,1.29517379e-03,5.37235039e-03,3.17324570e-02,9.55333789e-03,1.98635801e-01,2.11373010e-05,1.57435706e-06,0.00000000e+00
2.14687500e-02,1.81568499e+03,1.22454846e+01,3.38047129e-03,1.25585571e-03,5.25591266e-03,3.11965671e-02,9.63237464e-03,1.99263763e-01,2.04036165e-05,1.48369186e-06,0.00000000e+00
2.15156250e-02,1.84023764e+03,1.23927230e+01,3.34021924e-03,1.18442266e-03,5.03561424e-03,3.02541806e-02,9.75508949e-03,2.00409016e-01,1.91287520e-05,1.33347472e-06,0.00000000e+00
2.15625000e-02,1.86233464e+03,1.25245447e+01,3.30105629e-03,1.12088203e-03,4.83103121e-03,2.94162652e-02,9.84561280e-03,2.01459389e-01,1.80280713e-05,1.21288632e-06,0.00000000e+00
2.16093750e-02,1.88237078e+03,1.26435128e+01,3.26253124e-03,1.06403729e-03,4.64149710e-03,2.86578536e-02,9.91121195e-03,2.02433914e-01,1.70633160e-05,1.11438010e-06,0.00000000e+00
2.16562500e-02,1.90064798e+03,1.27515707e+01,3.22458520e-03,1.01289360e-03,4.46590242e-03,2.79638761e-02,9.95707778e-03,2.03344130e-01,1.62083785e-05,1.03267072e-06,0.00000000e+00
2.17031250e-02,1.91739621e+03,1.28501852e+01,3.18727404e-03,9.66641896e-04,4.30306646e-03,2.73245715e-02,9.98698398e-03,2.04197702e-01,1.54447276e-05,9.64010632e-07,0.00000000e+00
2.17500000e-02,1.93278234e+03,1.29404044e+01,3.15066886e-03,9.24628406e-04,4.15191307e-03,2.67336356e-02,1.00036940e-02,2.04999800e-01,1.47590668e-05,9.05717420e-07,0.00000000e+00
2.18437500e-02,1.95977715e+03,1.30975502e+01,3.07983137e-03,8.51644722e-04,3.88235632e-03,2.56869982e-02,1.00050607e-02,2.06456639e-01,1.35909992e-05,8.13319856e-07,0.00000000e+00
2.19375000e-02,1.98342266e+03,1.32344113e+01,3.01219187e-03,7.89309518e-04,3.64482905e-03,2.47595437e-02,9.97876112e-03,2.07776570e-01,1.26046652e-05,7.41725070e-07,0.00000000e+00
2.20312500e-02,2.00436214e+03,1.33549965e+01,2.94783614e-03,7.35407533e-04,3.43405785e-03,2.39293913e-02,9.93285419e-03,2.08980676e-01,1.17597130e-05,6.84707875e-07,0.00000000e+00
2.21250000e-02,2.02307562e+03,1.34622785e+01,2.88671607e-03,6.88315430e-04,3.24582138e-03,2.31800767e-02,9.87307248e-03,2.10085484e-01,1.10271773e-05,6.38261850e-07,0.00000000e+00
2.22187500e-02,2.03992935e+03,1.35585139e+01,2.82872134e-03,6.46815553e-04,3.07675469e-03,2.24989326e-02,9.80353424e-03,2.11104156e-01,1.03857400e-05,5.99707402e-07,0.00000000e+00
2.23125000e-02,2.05520634e+03,1.36454381e+01,2.77371834e-03,6.09978678e-04,2.92416528e-03,2.18761012e-02,9.72725801e-03,2.12047206e-01,9.81939035e-06,5.67195418e-07,0.00000000e+00
2.24062500e-02,2.06912292e+03,1.37243690e+01,2.72156963e-03,5.77089013e-04,2.78590835e-03,2.13040176e-02,9.64649273e-03,2.12922852e-01,9.31603381e-06,5.39422720e-07,0.00000000e+00
2.25000000e-02,2.08182932e+03,1.37962035e+01,2.67214093e-03,5.47596743e-04,2.66032514e-03,2.07775327e-02,9.56290841e-03,2.13736864e-01,8.86685492e-06,5.15472649e-07,0.00000000e+00
2.26875000e-02,2.10377518e+03,1.39194109e+01,2.58118111e-03,4.97486287e-04,2.44391602e-03,1.98583538e-02,9.39303283e-03,2.15183203e-01,8.11317523e-06,4.76901567e-07,0.00000000e+00
2.28750000e-02,2.12279470e+03,1.40257068e+01,2.49815584e-03,4.55491458e-04,2.25904779e-03,1.90517022e-02,9.22188606e-03,2.16470789e-01,7.48480832e-06,4.46136789e-07,0.00000000e+00
2.30625000e-02,2.13945830e+03,1.41184880e+01,2.42219979e-03,4.19853907e-04,2.09961589e-03,1.83366743e-02,9.05311156e-03,2.17625513e-01,6.95362182e-06,4.20991803e-07,0.00000000e+00
2.32500000e-02,2.15415798e+03,1.42000695e+01,2.35266259e-03,3.89340135e-04,1.96119813e-03,1.76989715e-02,8.88913892e-03,2.18665389e-01,6.50023465e-06,4.00071232e-07,0.00000000e+00
2.36250000e-02,2.17809546e+03,1.43318781e+01,2.23193900e-03,3.41049922e-04,1.73919879e-03,1.66459232e-02,8.58672246e-03,2.20411994e-01,5.79055440e-06,3.68148847e-07,0.00000000e+00
2.40000000e-02,2.19787549e+03,1.44402726e+01,2.12697880e-03,3.03026137e-04,1.56118426e-03,1.57619787e-02,8.30601797e-03,2.21897776e-01,5.23363759e-06,3.43623529e-07,0.00000000e+00
2.43750000e-02,2.21450795e+03,1.45310731e+01,2.03500730e-03,2.72440697e-04,1.41587360e-03,1.50080388e-02,8.04773441e-03,2.23177983e-01,4.78642208e-06,3.24137923e-07,0.00000000e+00
2.47500000e-02,2.22866911e+03,1.46081677e+01,1.95408940e-03,2.47456291e-04,1.29567581e-03,1.43576920e-02,7.81149860e-03,2.24290631e-01,4.42109235e-06,3.08280095e-07,0.00000000e+00
2.55000000e-02,2.25039273e+03,1.47256054e+01,1.82306670e-03,2.10730518e-04,1.11703904e-03,1.33445098e-02,7.41534200e-03,2.26046571e-01,3.88654573e-06,2.85024751e-07,0.00000000e+00
2.62500000e-02,2.26747478e+03,1.48175717e+01,1.71550171e-03,1.83558193e-04,9.82900412e-04,1.25341268e-02,7.07676966e-03,2.27464561e-01,3.48987907e-06,2.67590901e-07,0.00000000e+00
2.70000000e-02,2.28121299e+03,1.48912945e+01,1.62595982e-03,1.62838980e-04,8.79455740e-04,1.18727253e-02,6.78673980e-03,2.28629818e-01,3.18593809e-06,2.54039348e-07,0.00000000e+00
2.77500000e-02,2.29245870e+03,1.49514893e+01,1.55061027e-03,1.46659180e-04,7.97939643e-04,1.13244315e-02,6.53735992e-03,2.29600632e-01,2.94708365e-06,2.43218276e-07,0.00000000e+00
2.85000000e-02,2.30178622e+03,1.50013387e+01,1.48678900e-03,1.33800780e-04,7.32649521e-04,1.08645094e-02,6.32240456e-03,2.30417504e-01,2.75575449e-06,2.34408107e-07,0.00000000e+00
3.00000000e-02,2.31540463e+03,1.50737886e+01,1.39039241e-03,1.15844055e-04,6.40910894e-04,1.01845139e-02,5.99343930e-03,2.31632678e-01,2.48650379e-06,2.21732917e-07,0.00000000e+00
3.15000000e-02,2.32559442e+03,1.51278694e+01,1.31632991e-03,1.03142858e-04,5.75469018e-04,9.66875503e-03,5.73648151e-03,2.32557682e-01,2.29322912e-06,2.12383113e-07,0.00000000e+00
3.30000000e-02,2.33337488e+03,1.51690888e+01,1.25861499e-03,9.38796384e-05,5.27448073e-04,9.27052790e-03,5.53407288e-03,2.33273373e-01,2.15024551e-06,2.05297637e-07,0.00000000e+00
3.45000000e-02,2.33940797e+03,1.52010079e+01,1.21315262e-03,8.69616366e-05,4.91418374e-04,8.95892641e-03,5.37344289e-03,2.33834055e-01,2.04204565e-06,1.99822807e-07,0.00000000e+00
3.60000000e-02,2.34414009e+03,1.52260267e+01,1.17709348e-03,8.17040358e-05,4.63930433e-04,8.71265595e-03,5.24529072e-03,2.34277301e-01,1.95879805e-06,1.95534680e-07,0.00000000e+00
3.90000000e-02,2.35037989e+03,1.52589318e+01,1.12869046e-03,7.49718841e-05,4.28652192e-04,8.38547386e-03,5.07288033e-03,2.34867356e-01,1.85096650e-06,1.89868434e-07,0.00000000e+00
4.20000000e-02,2.35456551e+03,1.52809833e+01,1.09583287e-03,7.06018438e-05,4.05671561e-04,8.16431904e-03,4.95533947e-03,2.35266289e-01,1.77994900e-06,1.86059666e-07,0.00000000e+00
4.80000000e-02,2.35889046e+03,1.53037560e+01,1.06156567e-03,6.62133052e-05,3.82528386e-04,7.93423265e-03,4.83239283e-03,2.35681146e-01,1.70766503e-06,1.82112420e-07,0.00000000e+00
6.00000000e-02,2.35889046e+03,1.53037560e+01,1.06156567e-03,6.62133052e-05,3.82528386e-04,7.93423265e-03,4.83239283e-03,2.35681146e-01,1.70766503e-06,1.82112420e-07,0.00000000e+00
